flash,ram,text,code,rodata,data,bss,dec,hex,filename,filename
170,0,170,170,0,0,0,170,`aa,asm_pt_cv2.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
116,0,116,116,0,0,0,116,`74,asm_pt2_cv.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
236,0,236,236,0,0,0,236,`ec,asm_dpt_cv3.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
218,0,218,218,0,0,0,218,`da,asm_dpt_cv4.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
164,0,164,164,0,0,0,164,`a4,asm_dpg_fc.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
342,0,342,342,0,0,0,342,`156,asm_inter_gru.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
268,0,268,268,0,0,0,268,`10c,asm_intra_gru.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
318,0,318,318,0,0,0,318,`13e,asm_dp2_cv.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
320,0,320,320,0,0,0,320,`140,asm_dp3_cv.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
320,0,320,320,0,0,0,320,`140,asm_dp4_cv.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
100,0,100,100,0,0,0,100,`64,asm_buf_mv.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
64,0,64,64,0,0,0,64,`40,asm_tra_act.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
88,0,88,88,0,0,0,88,`58,asm_tra_out.S.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
8672,0,8672,0,8672,0,0,8672,`21e0,aec_data.c.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
50912,0,50912,0,50912,0,0,50912,`c6e0,gtcrn_data.c.obj (ex /Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a),/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
101298,0,101298,37746,63552,0,0,101298,`18bb2,/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a,/Users/hiroya/Project/TuyaOpen/platform/T5AI/t5_os/ap/components/bk_libs/bk7258_ap/libs/libaec_v3.a
3419,9,3419,3190,229,0,9,3428,`d64,rtos_pub_smp.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
1111,0,1111,416,695,0,0,1111,`457,rtos_debug.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
970,0,970,754,216,0,0,970,`3ca,mem_arch.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
128,0,128,118,10,0,0,128,`80,str_arch.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
281,0,281,194,87,0,0,281,`119,platform_stub.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
449,4,449,410,39,0,4,453,`1c5,pthread_local_storage.c.obj (ex armino/bk_rtos/libbk_rtos.a),armino/bk_rtos/libbk_rtos.a
6358,13,6358,5082,1276,0,13,6371,`18e3,armino/bk_rtos/libbk_rtos.a,armino/bk_rtos/libbk_rtos.a
531,84,447,342,105,84,0,531,`213,video_osi_wrapper.c.obj (ex armino/media_service/libmedia_service.a),armino/media_service/libmedia_service.a
342,52,290,226,64,52,0,342,`156,audio_osi_wrapper.c.obj (ex armino/media_service/libmedia_service.a),armino/media_service/libmedia_service.a
541,24,541,364,177,0,24,565,`235,media_service.c.obj (ex armino/media_service/libmedia_service.a),armino/media_service/libmedia_service.a
1414,160,1278,932,346,136,24,1438,`59e,armino/media_service/libmedia_service.a,armino/media_service/libmedia_service.a
1039,0,1039,920,119,0,0,1039,`40f,event_groups.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
138,0,138,138,0,0,0,138,`8a,list.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
3168,0,3168,2842,326,0,0,3168,`c60,queue.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
8813,408,8813,8126,687,0,408,9221,`2405,tasks.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
1560,404,1560,1386,174,0,404,1964,`7ac,timers.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
3039,132,3039,2584,455,0,132,3171,`c63,heap_4.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
1357,53,1356,1234,122,1,52,1409,`581,port.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
216,0,216,216,0,0,0,216,`d8,portasm.c.obj (ex armino/os_source/libos_source.a),armino/os_source/libos_source.a
19330,997,19329,17446,1883,1,996,20326,`4f66,armino/os_source/libos_source.a,armino/os_source/libos_source.a
2341,8,2341,1604,737,0,8,2349,`92d,lcd_display_service.c.obj (ex armino/display_service/libdisplay_service.a),armino/display_service/libdisplay_service.a
712,17,712,392,320,0,17,729,`2d9,lcd_qspi_display_service.c.obj (ex armino/display_service/libdisplay_service.a),armino/display_service/libdisplay_service.a
1847,24,1823,1508,315,24,0,1847,`737,lcd_spi_display_service.c.obj (ex armino/display_service/libdisplay_service.a),armino/display_service/libdisplay_service.a
4900,49,4876,3504,1372,24,25,4925,`133d,armino/display_service/libdisplay_service.a,armino/display_service/libdisplay_service.a
4633,648,4633,2340,2293,0,648,5281,`14a1,cm_backtrace.c.obj (ex armino/coredump/libcoredump.a),armino/coredump/libcoredump.a
4633,648,4633,2340,2293,0,648,5281,`14a1,armino/coredump/libcoredump.a,armino/coredump/libcoredump.a
1145,160,1145,864,281,0,160,1305,`519,bk_modem_main.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
252,1,251,164,87,1,0,252,`fc,bk_modem_usbh_if.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
2641,48,2641,1754,887,0,48,2689,`a81,bk_modem_uart.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
3778,294,3774,2312,1462,4,290,4068,`fe4,bk_modem_at_cmd.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
3076,6,3076,2070,1006,0,6,3082,`c0a,bk_modem_dte.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
1785,4,1785,972,813,0,4,1789,`6fd,bk_modem_netif.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
228,0,228,228,0,0,0,228,`e4,bk_modem_dce.c.obj (ex armino/bk_modem/libbk_modem.a),armino/bk_modem/libbk_modem.a
12905,513,12900,8364,4536,5,508,13413,`3465,armino/bk_modem/libbk_modem.a,armino/bk_modem/libbk_modem.a
616,7,616,540,76,0,7,623,`26f,usb_driver.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
3023,1124,3015,2074,941,8,1116,4139,`102b,usbh_core.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
4383,729,4383,4322,61,0,729,5112,`13f8,usb_hc_beken_musb.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
4218,73,4218,3346,872,0,73,4291,`10c3,usbh_hub.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1612,132,1612,1530,82,0,132,1744,`6d0,usbh_video.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
2038,1900,2038,1890,148,0,1900,3938,`f62,usbh_audio.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1370,41,1370,1192,178,0,41,1411,`583,usbh_msc.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1253,4,1253,948,305,0,4,1257,`4e9,usbh_cdc_acm.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1155,321,1155,1038,117,0,321,1476,`5c4,usbh_ch34x.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
887,65,887,748,139,0,65,952,`3b8,bk_cherry_usb_cdc_acm_api.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
1561,537,1561,1052,509,0,537,2098,`832,bk_usb_cdc_modem.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
140,0,140,140,0,0,0,140,`8c,usb_osal_adaptor.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
4528,1044,4528,3536,992,0,1044,5572,`15c4,bk_usbh_hub_multiple_classes_api.c.obj (ex armino/bk_usb/libbk_usb.a),armino/bk_usb/libbk_usb.a
26784,5977,26776,22356,4420,8,5969,32753,`7ff1,armino/bk_usb/libbk_usb.a,armino/bk_usb/libbk_usb.a
288,0,288,32,256,0,0,288,`120,avdk_crc.c.obj (ex armino/avdk_utils/libavdk_utils.a),armino/avdk_utils/libavdk_utils.a
288,0,288,32,256,0,0,288,`120,armino/avdk_utils/libavdk_utils.a,armino/avdk_utils/libavdk_utils.a
2750,8,2750,2024,726,0,8,2758,`ac6,media_cli.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
850,4,850,524,326,0,4,854,`356,camera_handle_list.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
1472,4,1472,996,476,0,4,1476,`5c4,media_app.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
4232,4,4232,3224,1008,0,4,4236,`108c,frame_buffer.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
261,4,261,210,51,0,4,265,`109,camera_act.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
396,0,396,208,188,0,0,396,`18c,net_camera.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
198,24,174,174,0,24,0,198,`c6,dvp.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
327,24,303,256,47,24,0,327,`147,uvc.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
977,4,977,660,317,0,4,981,`3d5,transfer_act.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
2670,73,2670,1624,1046,0,73,2743,`ab7,img_service.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
578,12,578,406,172,0,12,590,`24e,bk_rotate.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
4819,32,4819,3466,1353,0,32,4851,`12f3,yuv_rotate_pipeline.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
219,16,219,136,83,0,16,235,`eb,bk_decode.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
1453,123,1453,1080,373,0,123,1576,`628,bk_scale.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
6207,32,6207,5014,1193,0,32,6239,`185f,jpeg_decode_pipeline.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
986,7,985,620,365,1,6,992,`3e0,uvc_pipeline_act.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
411,0,411,340,71,0,0,411,`19b,jpeg_decode_list.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
1248,4,1248,824,424,0,4,1252,`4e4,jpeg_get_pipeline.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
5055,8,5055,3840,1215,0,8,5063,`13c7,h264_encode_pipeline.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
1522,8,1522,1118,404,0,8,1530,`5fa,sw_rotate.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
14669,13192,1597,956,641,13072,120,14789,`39c5,sw_decode_cp2.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
14590,13192,1518,932,586,13072,120,14710,`3976,sw_decode.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
0,8,0,0,0,0,8,8,`8,media_mem_share.c.obj (ex armino/multimedia/libmultimedia.a),armino/multimedia/libmultimedia.a
65890,26783,39697,28632,11065,26193,590,66480,`103b0,armino/multimedia/libmultimedia.a,armino/multimedia/libmultimedia.a
2125,396,1729,1632,97,396,0,2125,`84d,bluetooth.c.obj (ex armino/bk_bluetooth/libbk_bluetooth.a),armino/bk_bluetooth/libbk_bluetooth.a
423,9,423,220,203,0,9,432,`1b0,bt_main.c.obj (ex armino/bk_bluetooth/libbk_bluetooth.a),armino/bk_bluetooth/libbk_bluetooth.a
1948,20,1948,1212,736,0,20,1968,`7b0,bt_ipc_core.c.obj (ex armino/bk_bluetooth/libbk_bluetooth.a),armino/bk_bluetooth/libbk_bluetooth.a
121,0,121,96,25,0,0,121,`79,hal_hci_core.c.obj (ex armino/bk_bluetooth/libbk_bluetooth.a),armino/bk_bluetooth/libbk_bluetooth.a
40,8,40,40,0,0,8,48,`30,bt_feature_config.c.obj (ex armino/bk_bluetooth/libbk_bluetooth.a),armino/bk_bluetooth/libbk_bluetooth.a
4657,433,4261,3200,1061,396,37,4694,`1256,armino/bk_bluetooth/libbk_bluetooth.a,armino/bk_bluetooth/libbk_bluetooth.a
733,65,733,664,69,0,65,798,`31e,bk_netif.c.obj (ex armino/bk_netif/libbk_netif.a),armino/bk_netif/libbk_netif.a
733,65,733,664,69,0,65,798,`31e,armino/bk_netif/libbk_netif.a,armino/bk_netif/libbk_netif.a
4,0,4,4,0,0,0,4,`4,lite-log.c.obj (ex armino/http/libhttp.a),armino/http/libhttp.a
4,0,4,4,0,0,0,4,`4,armino/http/libhttp.a,armino/http/libhttp.a
4,0,4,4,0,0,0,4,`4,bk_feature.c.obj (ex armino/bk_common/libbk_common.a),armino/bk_common/libbk_common.a
4,0,4,4,0,0,0,4,`4,armino/bk_common/libbk_common.a,armino/bk_common/libbk_common.a
1303,128,1175,1080,95,128,0,1303,`517,bk_vfs.c.obj (ex armino/bk_vfs/libbk_vfs.a),armino/bk_vfs/libbk_vfs.a
152,640,152,152,0,0,640,792,`318,bk_fdtable.c.obj (ex armino/bk_vfs/libbk_vfs.a),armino/bk_vfs/libbk_vfs.a
709,116,709,564,145,0,116,825,`339,bk_filesystem.c.obj (ex armino/bk_vfs/libbk_vfs.a),armino/bk_vfs/libbk_vfs.a
335,8,335,280,55,0,8,343,`157,bk_file_utils.c.obj (ex armino/bk_vfs/libbk_vfs.a),armino/bk_vfs/libbk_vfs.a
2173,96,2077,1586,491,96,0,2173,`87d,fatfs_adapter.c.obj (ex armino/bk_vfs/libbk_vfs.a),armino/bk_vfs/libbk_vfs.a
2214,100,2118,1574,544,96,4,2218,`8aa,littlefs_adapter.c.obj (ex armino/bk_vfs/libbk_vfs.a),armino/bk_vfs/libbk_vfs.a
6886,1088,6566,5236,1330,320,768,7654,`1de6,armino/bk_vfs/libbk_vfs.a,armino/bk_vfs/libbk_vfs.a
1713,0,1713,1326,387,0,0,1713,`6b1,media_utils.c.obj (ex armino/media_utils/libmedia_utils.a),armino/media_utils/libmedia_utils.a
1066,32,1066,916,150,0,32,1098,`44a,psram_mem_slab.c.obj (ex armino/media_utils/libmedia_utils.a),armino/media_utils/libmedia_utils.a
2779,32,2779,2242,537,0,32,2811,`afb,armino/media_utils/libmedia_utils.a,armino/media_utils/libmedia_utils.a
14,0,14,14,0,0,0,14,`e,bk_peripheral.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
56,44,12,12,0,44,0,56,`38,lcd_panel_devices.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1325,0,1325,1270,55,0,0,1325,`52d,lcd_st7701s_ly.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1586,0,1586,1534,52,0,0,1586,`632,lcd_st7701s.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1503,0,1503,1450,53,0,0,1503,`5df,lcd_st7701sn.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1496,0,1496,1446,50,0,0,1496,`5d8,lcd_aml01.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
4966,0,4966,4898,68,0,0,4966,`1366,lcd_nt35510_mcu.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
681,1,680,424,256,1,0,681,`2a9,lcd_st7796s.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
180,24,156,156,0,24,0,180,`b4,dvp_sensor_devices.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1083,1,1083,424,659,0,1,1084,`43c,dvp_gc0308.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
2004,1,2004,934,1070,0,1,2005,`7d5,dvp_gc0328c.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
3141,1,3141,1052,2089,0,1,3142,`c46,dvp_gc2145.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
2885,1,2885,478,2407,0,1,2886,`b46,dvp_hm1055.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1217,1,1217,446,771,0,1,1218,`4c2,dvp_ov2640.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
1054,1,1054,232,822,0,1,1055,`41f,dvp_sc101.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
52,0,52,0,52,0,0,52,`34,lcd_h050iwv.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
51,0,51,0,51,0,0,51,`33,lcd_hx8282.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
52,0,52,0,52,0,0,52,`34,lcd_md0430r.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
52,0,52,0,52,0,0,52,`34,lcd_md0700r.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
51,0,51,0,51,0,0,51,`33,lcd_st7282.c.obj (ex armino/bk_peripheral/libbk_peripheral.a),armino/bk_peripheral/libbk_peripheral.a
23449,75,23380,14770,8610,69,6,23455,`5b9f,armino/bk_peripheral/libbk_peripheral.a,armino/bk_peripheral/libbk_peripheral.a
6322,14,6322,5122,1200,0,14,6336,`18c0,bk_dvp.c.obj (ex armino/bk_dvp/libbk_dvp.a),armino/bk_dvp/libbk_dvp.a
230,0,230,230,0,0,0,230,`e6,video_common_driver.c.obj (ex armino/bk_dvp/libbk_dvp.a),armino/bk_dvp/libbk_dvp.a
6552,14,6552,5352,1200,0,14,6566,`19a6,armino/bk_dvp/libbk_dvp.a,armino/bk_dvp/libbk_dvp.a
8602,32,8602,6164,2438,0,32,8634,`21ba,bk_uvc.c.obj (ex armino/bk_uvc/libbk_uvc.a),armino/bk_uvc/libbk_uvc.a
1358,32,1358,1016,342,0,32,1390,`56e,uvc_urb_list.c.obj (ex armino/bk_uvc/libbk_uvc.a),armino/bk_uvc/libbk_uvc.a
650,0,650,532,118,0,0,650,`28a,uvc_stream_list.c.obj (ex armino/bk_uvc/libbk_uvc.a),armino/bk_uvc/libbk_uvc.a
10610,64,10610,7712,2898,0,64,10674,`29b2,armino/bk_uvc/libbk_uvc.a,armino/bk_uvc/libbk_uvc.a
793,240,793,580,213,0,240,1033,`409,tuya_main.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
1840,604,1840,1220,620,0,604,2444,`98c,win95_pairing.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2574,28,2574,1850,724,0,28,2602,`a2a,bios_ui.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
5046,56,5046,3198,1848,0,56,5102,`13ee,win95_dos.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
7901,16156,7901,6602,1299,0,16156,24057,`5df9,win95_ie.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2983,8,2983,2904,79,0,8,2991,`baf,win95_mine.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
7693,404,7693,6042,1651,0,404,8097,`1fa1,win95_mypc.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2801,4,2801,2530,271,0,4,2805,`af5,win95_net.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2349,20,2349,2116,233,0,20,2369,`941,win95_notepad.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
1758,16,1758,1650,108,0,16,1774,`6ee,win95_recycle.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
3376,68,3376,2776,600,0,68,3444,`d74,win95_taskmgr.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2581,3652,2577,2334,243,4,3648,6229,`1855,win95_defrag.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
20545,139176,20545,18866,1679,0,139176,159721,`26fe9,win95_html.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
1220,534,1220,812,408,0,534,1754,`6da,win95_cursor.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
4778,48,4778,4250,528,0,48,4826,`12da,win95_desktop.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
5722,84,5722,4824,898,0,84,5806,`16ae,win95_dialup.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
2940,1544,2940,2686,254,0,1544,4484,`1184,win95_spider.c.o (ex /Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a),/Users/hiroya/Project/TuyaOpen-Community-Projects/Tuya95/.build/lib/libtuyaapp.a
